error,forecast_cases,month,true_cases,year
103.5436671718015,167.5436671718015,9,64.0,2009
67.07958680849961,129.0795868084996,10,62.0,2009
45.55468706068858,113.55468706068858,11,68.0,2009
66.76486135150326,89.76486135150326,12,23.0,2009
76.48147690906922,97.48147690906922,1,21.0,2010
79.080856172596,93.080856172596,2,14.0,2010
68.84454474668634,85.84454474668634,3,17.0,2010
70.2548294432045,92.2548294432045,4,22.0,2010
70.84766826226439,142.8476682622644,5,72.0,2010
33.01406367737587,232.01406367737587,6,199.0,2010
380.06061121454104,259.93938878545896,7,640.0,2010
557.0388331563827,254.9611668436173,8,812.0,2010
