error,forecast_cases,month,true_cases,year
44.95128525314624,49.95128525314624,5,5.0,2014
39.20892091304533,67.20892091304533,6,28.0,2014
94.92055864411765,132.92055864411765,7,38.0,2014
196.07406483958655,227.07406483958655,8,31.0,2014
273.4676311178696,315.4676311178696,9,42.0,2014
298.9328733270129,315.9328733270129,10,17.0,2014
174.06373331395,182.06373331395,11,8.0,2014
117.61098157232443,120.61098157232443,12,3.0,2014
90.77675950532532,92.77675950532532,1,2.0,2015
65.25430725548316,67.25430725548316,2,2.0,2015
64.21504406547577,64.21504406547577,3,0.0,2015
49.78485712854024,54.78485712854024,4,5.0,2015
