province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2009.0,NaN,,,10.0
10.0,2010.0,NaN,,,9.0
10.0,2011.0,NaN,,,5.0
10.0,2012.0,NaN,,,10.0
10.0,2013.0,NaN,,,7.0
41.0,2009.0,NaN,,,6.0
41.0,2010.0,NaN,,,6.0
41.0,2011.0,NaN,,,4.0
41.0,2012.0,NaN,,,5.0
41.0,2013.0,NaN,,,6.0
50.0,2009.0,NaN,,,5.0
50.0,2010.0,NaN,,,7.0
50.0,2011.0,NaN,,,5.0
50.0,2012.0,NaN,,,7.0
50.0,2013.0,NaN,,,6.0
70.0,2009.0,NaN,,,7.0
70.0,2010.0,NaN,,,8.0
70.0,2011.0,NaN,,,7.0
70.0,2012.0,NaN,,,9.0
70.0,2013.0,NaN,,,7.0
90.0,2009.0,NaN,,,0.0
90.0,2010.0,NaN,,,6.0
90.0,2011.0,NaN,,,0.0
90.0,2012.0,NaN,,,11.0
90.0,2013.0,NaN,,,5.0
