province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2012.0,23715.949818877372,284455.03429710737,23615.27612251001,1.0
10.0,2013.0,3388.983565622613,40546.30396058908,3457.277477714385,3.0
10.0,2014.0,2296.119280753312,27264.471810820258,2833.0253624860206,2.0
10.0,2015.0,1748.4994664083688,14407.387370586872,3873.6231615738147,2.0
10.0,2016.0,1879.4107631087343,22217.680801453287,1767.8318350851832,8.0
41.0,2012.0,NaN,3996.2467014518297,348.4142335358948,1.0
41.0,2013.0,NaN,8997.88750283807,837.4005855482396,6.0
41.0,2014.0,NaN,2607.3673877377196,156.14058593972265,2.0
41.0,2015.0,NaN,1635.5527117234615,158.43272046142786,1.0
41.0,2016.0,324.8368525665724,3872.2525799905716,389.730583262072,0.0
50.0,2012.0,285.5960386707338,3366.411583797014,252.9002237952978,1.0
50.0,2013.0,222.37495931918704,1137.8911432249342,276.19150066002567,1.0
50.0,2014.0,NaN,10222.97003094751,762.7564284949359,2.0
50.0,2015.0,NaN,987.4287996356306,131.04290341990753,4.0
50.0,2016.0,849.497530367294,10177.899058163004,867.0970143374245,0.0
70.0,2012.0,36.5874243456466,122.8138560215076,28.907224171564522,2.0
70.0,2013.0,291.3383487543653,3392.758112845811,419.61353708347133,2.0
70.0,2014.0,388.60249606027594,4633.8839110627205,349.85433016139774,8.0
70.0,2015.0,71.32106295699157,188.47667143129547,71.28502533467497,1.0
70.0,2016.0,37.934438557010864,22.56350317694438,10.170727860962728,8.0
90.0,2012.0,166.08951161115127,576.3486495013412,99.96027800404721,11.0
90.0,2013.0,2395.500106947274,28696.48445796259,2569.939574145188,5.0
90.0,2014.0,629.421984024269,7473.789974638423,650.8607639954432,2.0
90.0,2015.0,344.335682556162,3963.4920245505195,272.4107825831177,6.0
90.0,2016.0,1480.1899398769615,17290.870666690764,658.7607398964815,2.0
