province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2007.0,4185.652869316015,47852.5724433262,2135.6765181756514,1.0
10.0,2008.0,486.7572707275342,4139.920374674519,256.5869174000891,9.0
10.0,2009.0,629.2671550868436,7034.703352942934,875.4332031607541,2.0
10.0,2010.0,446.6845478060897,2880.8789848929455,46.37162774764897,1.0
10.0,2011.0,525.6130379405555,3594.677631976425,1011.2669078456584,3.0
10.0,2012.0,455.4634645068808,849.716512126106,654.9355009287993,2.0
10.0,2013.0,271.83220159360616,1930.1290522248964,233.66917792677486,1.0
10.0,2014.0,625.5986237294612,7000.707438810883,844.8529434438656,2.0
10.0,2015.0,1790.1642516600052,15339.41674723938,4255.359113839503,2.0
10.0,2016.0,1522.6821790710262,16801.49122133456,2077.3459344969606,10.0
41.0,2007.0,79.28392680878879,576.9807037627616,53.2303126248099,0.0
41.0,2008.0,82.18995175310381,816.9222198397067,19.838599266261525,6.0
41.0,2009.0,69.5480141472319,729.1437168367133,38.12148720870092,0.0
41.0,2010.0,62.53593441494242,354.83868620366684,158.86725274165906,1.0
41.0,2011.0,NaN,1301.171016532218,198.67852543834573,2.0
41.0,2012.0,NaN,1286.9467165185104,113.7261967131158,2.0
41.0,2013.0,NaN,264.4767352530927,84.06517553905043,2.0
41.0,2014.0,NaN,861.7071054231536,157.41023648581339,4.0
41.0,2015.0,NaN,296.26309589829594,10.880005482401074,2.0
41.0,2016.0,40.191031203515124,102.30641360672627,72.5422952138257,6.0
50.0,2007.0,NaN,630.998113633784,62.8889050239971,1.0
50.0,2008.0,156.41582448349374,1250.7495487451706,313.203768018469,0.0
50.0,2009.0,53.42831514199868,35.627064217930865,12.010787178108615,1.0
50.0,2010.0,282.5881721203081,1406.8117934200573,643.6068649990025,1.0
50.0,2011.0,303.34989561835016,3387.170437286354,485.35107897307535,2.0
50.0,2012.0,201.1126446575166,2302.897369111286,119.60894438056707,0.0
50.0,2013.0,270.9455476599454,2680.4036236635834,492.89507876397136,1.0
50.0,2014.0,NaN,3500.737890632968,466.7058977929929,1.0
50.0,2015.0,NaN,118.48199999969745,60.99503110279599,2.0
50.0,2016.0,121.33051070643364,893.0192393237111,164.18725285866734,3.0
70.0,2007.0,73.60542810114875,121.35809070052443,45.304687112600334,2.0
70.0,2008.0,51.519942252120366,23.71934134561252,6.86431205689081,0.0
70.0,2009.0,36.08771300147535,110.14720540746595,5.5235005151617145,5.0
70.0,2010.0,38.486917578170186,247.8544797352797,21.096760191884528,3.0
70.0,2011.0,54.638305432516546,510.1158659815799,41.02883461275428,1.0
70.0,2012.0,65.89661702731995,712.0545677131131,82.61703202515568,2.0
70.0,2013.0,27.01690747839938,199.04494420669755,33.216300577314456,0.0
70.0,2014.0,24.639082188599176,117.468364028368,18.406394339714666,3.0
70.0,2015.0,126.20292876308368,1282.591260549253,189.5429772125193,0.0
70.0,2016.0,177.16341916046028,2061.2710490566387,205.50476609603828,7.0
90.0,2007.0,199.12367752108543,921.5740610008997,89.02541732122825,3.0
90.0,2008.0,335.14498171757873,3568.5884841435222,62.36138462591268,6.0
90.0,2009.0,163.12779725533613,1731.9841601994367,224.37938031508457,4.0
90.0,2010.0,366.2347564122646,3324.907669808552,543.7498256270467,2.0
90.0,2011.0,521.9227161545856,6129.546018775672,576.6113934430348,8.0
90.0,2012.0,408.9332762759325,4475.773285317957,518.9198202284365,6.0
90.0,2013.0,230.5666379249415,282.37764746983567,329.30339636980807,3.0
90.0,2014.0,213.89589164570972,2507.58009650394,173.70703934627574,2.0
90.0,2015.0,114.5104200990466,648.5520152865843,27.906306122693763,2.0
90.0,2016.0,473.4907174186534,3510.7864901543744,1110.9858259804337,4.0
