province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2007.0,314.083647009028,3184.350039659387,414.7466756534452,5.0
10.0,2008.0,588.9838549198846,6293.25000216371,1001.0343560657245,3.0
10.0,2009.0,239.90918510684725,2312.214893075948,358.0022714066099,4.0
10.0,2010.0,496.73306860338846,4691.646760063745,824.1571013705384,3.0
10.0,2011.0,397.6639060209044,3996.6775584633237,663.0279105970666,4.0
10.0,2012.0,510.91009640318214,3532.2211410821324,1190.482814110268,4.0
10.0,2013.0,523.2389197206302,5530.028576847403,795.756864163514,3.0
41.0,2007.0,38.93733079336023,306.4608672067386,79.26717339142715,0.0
41.0,2008.0,10.343665966857682,3.2356803765928817,25.402355801719615,0.0
41.0,2009.0,21.73430514080833,204.56427083954574,35.691937157274,0.0
41.0,2010.0,97.85570468438304,792.4100413169986,224.07889287990434,0.0
41.0,2011.0,NaN,116.9118528536284,27.661661708038295,2.0
41.0,2012.0,NaN,196.38554358489228,40.38463686282518,1.0
41.0,2013.0,NaN,565.091810557923,165.68725970666526,0.0
50.0,2007.0,NaN,121.30935613722096,6.152725521414084,0.0
50.0,2008.0,200.8922018577523,1726.2048627904533,392.5912429987742,2.0
50.0,2009.0,32.640906259242655,348.0383035050065,36.016727560385874,1.0
50.0,2010.0,283.0494624094824,1884.4572912811716,728.9155413781472,1.0
50.0,2011.0,38.294370540030286,257.644762951451,69.23676782894822,1.0
50.0,2012.0,30.096473802378906,137.18746370436918,2.4287114002069785,1.0
50.0,2013.0,261.28291931022324,2168.210590263253,554.9179313659794,0.0
70.0,2007.0,39.023516959089285,305.0084185556334,72.5239026796159,1.0
70.0,2008.0,86.89242130871916,877.7327489317084,162.70584118125265,0.0
70.0,2009.0,25.240317819059516,213.62070989504508,30.124255519723626,2.0
70.0,2010.0,28.147238763693238,165.0289728631352,39.05263831697428,3.0
70.0,2011.0,60.92986691282172,636.0989891390507,107.20188571878593,2.0
70.0,2012.0,35.20675143050358,376.13747311779935,46.14384171072463,4.0
70.0,2013.0,21.14913230868235,157.97378895706004,34.20451992589418,0.0
90.0,2007.0,137.30759022008246,1398.8308374254605,238.05452042357044,6.0
90.0,2008.0,102.01833173354876,1088.1817102902232,144.72473870250806,2.0
90.0,2009.0,50.070145470591825,478.5823356422734,42.12917970626387,5.0
90.0,2010.0,349.7307792715881,3309.0615974655875,653.1920255858827,1.0
90.0,2011.0,41.909312548886625,226.07315292224894,6.001842319270693,6.0
90.0,2012.0,141.34620438791697,998.3003456212786,284.263517708714,5.0
90.0,2013.0,310.3723948389965,2812.764268863645,624.55282140193,1.0
