error,forecast_cases,month,true_cases,year
198.3183189065876,445.6816810934124,10,644.0,2009
482.3493341944196,310.6506658055804,11,793.0,2009
324.00762940299785,333.99237059700215,12,658.0,2009
117.68274395159767,300.3172560484023,1,418.0,2010
46.547390213685674,496.5473902136857,2,450.0,2010
319.58655592155765,734.5865559215576,3,415.0,2010
477.7771150877603,723.7771150877603,4,246.0,2010
507.7798723493712,766.7798723493712,5,259.0,2010
224.26060347342786,592.2606034734279,6,368.0,2010
256.8441875174609,883.8441875174609,7,627.0,2010
221.9276867031383,764.0723132968617,8,986.0,2010
573.691666695246,604.308333304754,9,1178.0,2010
