error,forecast_cases,month,true_cases,year
130.318073150575,490.318073150575,12,360.0,2016
120.14065556586985,310.14065556586985,1,190.0,2017
171.53335726619315,294.53335726619315,2,123.0,2017
154.74008615465448,247.74008615465448,3,93.0,2017
278.5225573921778,383.5225573921778,4,105.0,2017
435.02776133099746,547.0277613309975,5,112.0,2017
312.8921250250993,670.8921250250993,6,358.0,2017
158.65748007780462,776.6574800778046,7,618.0,2017
31.999135666249117,715.0008643337509,8,747.0,2017
317.1398442149316,910.1398442149316,9,593.0,2017
651.7829788163065,1228.7829788163065,10,577.0,2017
156.6710196261763,789.6710196261763,11,633.0,2017
