error,forecast_cases,month,true_cases,year
2066.074863009794,437.9251369902056,12,2504.0,2015
722.4401574126222,301.55984258737783,1,1024.0,2016
102.07855698440886,291.92144301559114,2,394.0,2016
59.100982356128554,259.89901764387145,3,319.0,2016
291.22795391012534,417.22795391012534,4,126.0,2016
550.0432265003166,596.0432265003166,5,46.0,2016
660.7686387110112,720.7686387110112,6,60.0,2016
654.0990389018068,825.0990389018068,7,171.0,2016
466.5605181915332,754.5605181915332,8,288.0,2016
633.4497024230652,960.4497024230652,9,327.0,2016
882.8937798071192,1280.8937798071192,10,398.0,2016
121.32698949181349,597.6730105081865,11,719.0,2016
