error,forecast_cases,month,true_cases,year
575.0205836315948,478.97941636840517,7,1054.0,2008
891.9679784867778,336.0320215132222,8,1228.0,2008
132.88369395670378,375.1163060432962,9,508.0,2008
1025.7169638572386,329.2830361427614,10,1355.0,2008
346.9149635439758,567.0850364560242,11,914.0,2008
104.98733780178134,784.9873378017813,12,680.0,2008
308.7802042608864,662.7802042608864,1,354.0,2009
385.28082686718835,610.2808268671884,2,225.0,2009
435.64937760540624,654.6493776054062,3,219.0,2009
441.5630430086077,649.5630430086077,4,208.0,2009
402.3706788703083,689.3706788703083,5,287.0,2009
19.913746199181787,564.0862538008182,6,584.0,2009
