forecast
490.9898240030025
310.09625224836657
291.9965414478547
259.63049335339815
417.4826242731809
596.1210184012532
720.3082299009259
825.6473401047848
754.1617164598822
960.6786273061492
1280.753934692431
788.5287666458619
