forecast
479.1159558065083
285.8651514560476
309.7139467190638
216.14359427477825
550.9867953154516
728.4830089355671
662.5204117334245
610.5931637724343
654.2494154694818
650.0521293643501
688.3410769501324
566.0658164309007
