error,forecast_cases,month,true_cases,year
116.68988482812966,449.68988482812966,4,333.0,2011
446.735946955409,327.264053044591,5,774.0,2011
718.2593691913548,335.74063080864516,6,1054.0,2011
710.6609740427557,289.33902595724436,7,1000.0,2011
367.0952730448899,448.9047269551101,8,816.0,2011
172.2211572729807,661.2211572729807,9,489.0,2011
146.69745082220447,704.6974508222045,10,558.0,2011
2.2264842843484303,810.2264842843484,11,808.0,2011
321.81797124251875,709.8179712425188,12,388.0,2011
693.2784419242863,901.2784419242863,1,208.0,2012
645.6832939487955,835.6832939487955,2,190.0,2012
433.1709692426433,614.1709692426433,3,181.0,2012
