error,forecast_cases,month,true_cases,year
234.51062670356248,415.5106267035625,3,181.0,2012
130.15193803525563,307.1519380352556,4,177.0,2012
194.45466578847498,336.454665788475,5,142.0,2012
75.95250343251013,295.9525034325101,6,220.0,2012
75.57113052980668,503.5711305298067,7,428.0,2012
60.437169351251214,726.4371693512512,8,666.0,2012
57.1622242133617,754.1622242133617,9,697.0,2012
341.3973257106551,810.6026742893449,10,1152.0,2012
895.0121138146877,673.9878861853123,11,1569.0,2012
305.87436805763036,843.1256319423696,12,1149.0,2012
104.3820016605788,831.6179983394212,1,936.0,2013
99.15701105487426,576.1570110548743,2,477.0,2013
