error,forecast_cases,month,true_cases,year
8.797976896716607,12.202023103283393,1,21.0,2010
5.572718159057134,8.427281840942866,2,14.0,2010
7.243030605031958,9.756969394968042,3,17.0,2010
5.5535315019306175,16.446468498069382,4,22.0,2010
8.593626425645105,63.406373574354895,5,72.0,2010
49.294871451510375,149.70512854848963,6,199.0,2010
461.04259364062284,178.95740635937713,7,640.0,2010
635.7599088194224,176.24009118057762,8,812.0,2010
208.37231463610829,99.62768536389171,9,308.0,2010
45.89590499787822,66.10409500212178,10,112.0,2010
25.440790790965245,50.440790790965245,11,25.0,2010
2.6456405990301057,20.354359400969894,12,23.0,2010
