error,forecast_cases,month,true_cases,year
72.5419357661165,11.458064233883512,10,84.0,2016
39.68705816974795,8.312941830252052,11,48.0,2016
4.301068797930348,9.698931202069652,12,14.0,2016
9.339227308294095,22.339227308294095,1,13.0,2017
62.398894552931964,67.39889455293196,2,5.0,2017
128.39317960110503,138.39317960110503,3,10.0,2017
209.26355826778237,219.26355826778237,4,10.0,2017
187.14762920449402,236.14762920449402,5,49.0,2017
7.343909247360983,131.65609075263902,6,139.0,2017
104.7609616600416,67.2390383399584,7,172.0,2017
70.1241548425667,45.87584515743331,8,116.0,2017
36.232899357209945,22.76710064279006,9,59.0,2017
