province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2009.0,369.0032610515342,3934.7999999999993,562.6,5.0
10.0,2010.0,603.5197843423135,6064.233333333334,981.9,4.0
10.0,2011.0,476.04743976562617,5116.166666666666,785.2666666666667,1.0
10.0,2012.0,595.5682585532451,4760.628947368421,1326.75,4.0
10.0,2013.0,598.2855075477482,6513.33,907.64,0.0
10.0,2014.0,108.64708803362592,516.1563218390802,160.8,3.0
10.0,2015.0,1678.8725050863013,13216.72080468551,4594.342857142858,3.0
10.0,2016.0,327.7351241421889,1944.2032388663965,731.925,7.0
41.0,2009.0,117.08162394956207,1339.2000000000005,156.4,1.0
41.0,2010.0,92.49406637625364,822.7666666666664,29.900000000000006,1.0
41.0,2011.0,NaN,2024.8333333333335,243.73333333333335,2.0
41.0,2012.0,NaN,1627.371052631579,156.25,1.0
41.0,2013.0,NaN,1475.67,91.36000000000001,1.0
41.0,2014.0,NaN,2127.84367816092,276.2,2.0
41.0,2015.0,NaN,1882.2791953144892,217.65714285714284,1.0
41.0,2016.0,192.92194793039266,2176.7967611336035,262.075,1.0
50.0,2009.0,85.22268868480192,977.2000000000005,101.4,0.0
50.0,2010.0,235.82951017709883,474.2333333333336,580.9,2.0
50.0,2011.0,166.36083078212405,1892.8333333333335,207.73333333333335,1.0
50.0,2012.0,124.72864293366938,1449.371052631579,133.25,1.0
50.0,2013.0,175.09643592889034,343.3299999999999,354.64,1.0
50.0,2014.0,NaN,1987.8436781609198,244.2,1.0
50.0,2015.0,NaN,1435.2791953144892,136.65714285714284,0.0
50.0,2016.0,135.90016643421333,1481.7967611336035,8.074999999999989,0.0
70.0,2009.0,107.09819481827569,1178.2000000000005,141.4,2.0
70.0,2010.0,119.93209691475577,1316.7666666666664,142.1,3.0
70.0,2011.0,108.49827656934703,1206.8333333333335,119.73333333333335,1.0
70.0,2012.0,121.64761691627224,1330.371052631579,154.25,3.0
70.0,2013.0,160.74189520781445,1761.67,226.36,0.0
70.0,2014.0,157.32435528234777,1770.8436781609198,226.2,3.0
70.0,2015.0,66.19602988428,638.2791953144892,7.657142857142844,0.0
70.0,2016.0,194.0505035181803,2152.7967611336035,248.075,7.0
90.0,2009.0,82.44264673092441,646.2000000000005,110.4,5.0
90.0,2010.0,252.06341151766935,2089.2333333333336,489.9,1.0
90.0,2011.0,149.93636952856838,1554.8333333333335,168.73333333333335,6.0
90.0,2012.0,111.18534659701949,308.371052631579,132.75,5.0
90.0,2013.0,247.78875790008445,1306.33,408.64,2.0
90.0,2014.0,96.85012262045115,1072.8436781609198,85.19999999999999,1.0
90.0,2015.0,72.36532783912368,711.2791953144892,59.657142857142844,3.0
90.0,2016.0,383.2632071727463,2093.2032388663965,946.925,3.0
