province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2007.0,407.70466026279365,4469.799999999999,575.6,5.0
10.0,2008.0,675.7414422390116,7420.233333333334,1123.9,4.0
10.0,2009.0,332.0064982909332,3523.1666666666665,524.2666666666667,4.0
10.0,2010.0,582.2151778470253,5836.628947368421,970.75,3.0
10.0,2011.0,469.61595856792036,5015.33,752.64,2.0
10.0,2012.0,587.0398653680088,4612.15632183908,1282.8,3.0
10.0,2013.0,606.4014378213864,6596.72080468551,935.3428571428572,0.0
10.0,2014.0,99.46722018857554,395.20323886639653,154.925,3.0
10.0,2015.0,1685.2475984328228,13229.373796100539,4597.533333333334,4.0
10.0,2016.0,318.4948011502196,1916.257603850051,712.06,10.0
41.0,2007.0,105.92185798974639,1207.2000000000005,115.4,1.0
41.0,2008.0,136.74709862180435,1570.7666666666664,161.1,1.0
41.0,2009.0,152.57010562239785,1750.8333333333335,194.73333333333335,0.0
41.0,2010.0,105.63930554886625,1050.371052631579,18.75,0.0
41.0,2011.0,NaN,2125.67,276.36,3.0
41.0,2012.0,NaN,1775.8436781609198,200.2,2.0
41.0,2013.0,NaN,1392.2791953144892,63.657142857142844,1.0
41.0,2014.0,NaN,2248.7967611336035,282.075,2.0
41.0,2015.0,NaN,1869.62620389946,214.46666666666664,2.0
41.0,2016.0,197.89040369623842,2204.742396149949,281.94,4.0
50.0,2007.0,NaN,1401.2000000000005,153.4,0.0
50.0,2008.0,117.0645457445181,105.23333333333358,209.9,2.0
50.0,2009.0,119.92617366375711,1388.8333333333335,139.73333333333335,1.0
50.0,2010.0,222.94007372686036,246.628947368421,569.75,1.0
50.0,2011.0,178.27740147029292,1993.67,240.36,2.0
50.0,2012.0,137.89067830522055,1597.8436781609198,177.2,0.0
50.0,2013.0,188.0005980752247,426.72080468551076,382.34285714285716,1.0
50.0,2014.0,NaN,2108.7967611336035,250.075,1.0
50.0,2015.0,NaN,1422.62620389946,133.46666666666664,1.0
50.0,2016.0,143.22679915397447,1509.742396149949,27.939999999999998,3.0
70.0,2007.0,103.05592332968219,1188.2000000000005,120.4,0.0
70.0,2008.0,68.83843470469526,674.7666666666664,28.099999999999994,0.0
70.0,2009.0,142.27418137239513,1589.8333333333335,179.73333333333335,1.0
70.0,2010.0,139.1403846795622,1544.371052631579,153.25,2.0
70.0,2011.0,117.2058596729134,1307.67,152.36,0.0
70.0,2012.0,136.91549008059758,1478.8436781609198,198.2,2.0
70.0,2013.0,152.67626265505177,1678.2791953144892,198.65714285714284,0.0
70.0,2014.0,166.89460744413495,1891.7967611336035,232.075,3.0
70.0,2015.0,64.69794937903914,625.62620389946,4.46666666666664,1.0
70.0,2016.0,198.7911577941913,2180.742396149949,267.94,10.0
90.0,2007.0,48.001631916703275,48.2000000000005,55.599999999999994,0.0
90.0,2008.0,24.970250818242214,177.76666666666642,12.099999999999994,1.0
90.0,2009.0,120.0338304935861,1057.8333333333335,148.73333333333335,6.0
90.0,2010.0,232.97780874597217,1861.628947368421,478.75,0.0
90.0,2011.0,162.09860746368756,1655.67,201.36,7.0
90.0,2012.0,124.36414554058926,456.8436781609198,88.80000000000001,4.0
90.0,2013.0,255.03784096560463,1389.7208046855108,436.34285714285716,2.0
90.0,2014.0,106.65151121987847,1193.7967611336035,91.07499999999999,1.0
90.0,2015.0,73.24216515388427,698.62620389946,56.46666666666664,4.0
90.0,2016.0,360.02565459640846,2065.257603850051,927.06,0.0
