error,forecast_cases,month,true_cases,year
1.7008020304656366,8.299197969534363,1,10.0,2008
1.8567195511994372,5.143280448800563,2,7.0,2008
1.6583713541431084,5.658371354143108,3,4.0,2008
12.001239364139145,17.001239364139145,4,5.0,2008
18.493559065666673,47.49355906566667,5,29.0,2008
33.03905277039216,81.03905277039216,6,48.0,2008
31.397330378430354,101.39733037843035,7,70.0,2008
59.632201980009185,78.63220198000919,8,19.0,2008
50.485173736764956,58.485173736764956,9,8.0,2008
28.005658800714933,39.00565880071493,10,11.0,2008
19.42567885883236,26.42567885883236,11,7.0,2008
11.047090713463009,13.047090713463009,12,2.0,2008
