error,forecast_cases,month,true_cases,year
0.09190728221594213,6.908092717784058,2,7.0,2009
3.610459154731874,6.389540845268126,3,10.0,2009
5.648716519951074,4.351283480048926,4,10.0,2009
25.247220733522738,13.75277926647726,5,39.0,2009
3.4353003185080766,40.56469968149192,6,44.0,2009
2.977394302971277,71.02260569702872,7,74.0,2009
22.844002005940908,89.84400200594091,8,67.0,2009
16.417092829174315,59.417092829174315,9,43.0,2009
6.572843562288604,41.572843562288604,10,35.0,2009
5.607829088260964,29.392170911739036,11,35.0,2009
5.317411985984357,20.317411985984357,12,15.0,2009
18.7376843674993,9.262315632500703,1,28.0,2010
