error,forecast_cases,month,true_cases,year
6.634375549892407,7.634375549892407,3,1.0,2015
3.4526194988744487,5.452619498874449,4,2.0,2015
1.1258668144407586,6.874133185559241,5,8.0,2015
2.220029025758123,11.220029025758123,6,9.0,2015
11.090902138085667,34.90909786191433,7,46.0,2015
31.85145261162289,73.85145261162289,8,42.0,2015
59.68620804424694,101.68620804424694,9,42.0,2015
29.94078995832514,71.94078995832514,10,42.0,2015
16.215361796407343,39.78463820359266,11,56.0,2015
2.183979780881881,21.18397978088188,12,19.0,2015
8.247022168056844,17.247022168056844,1,9.0,2016
2.722197733022952,6.722197733022952,2,4.0,2016
