error,forecast_cases,month,true_cases,year
19.797997139787107,-9.797997139787107,3,10.0,2009
13.56993638631873,-3.56993638631873,4,10.0,2009
11.767477384338285,27.232522615661715,5,39.0,2009
10.470835815052922,54.47083581505292,6,44.0,2009
2.3766407573789934,76.376640757379,7,74.0,2009
24.096775006777655,42.903224993222345,8,67.0,2009
12.589369189249354,30.410630810750646,9,43.0,2009
22.021493734150503,12.978506265849495,10,35.0,2009
29.705422882387452,5.294577117612549,11,35.0,2009
20.69369995221676,-5.693699952216762,12,15.0,2009
37.73541100303136,-9.735411003031363,1,28.0,2010
37.3300671413457,-12.3300671413457,2,25.0,2010
