ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,yearly,yearly_lower,yearly_upper,yhat
2014-03-31,44.240263563144254,44.24026283281827,44.240264197697726,-45.524482795666735,84.34998205957952,-25.588810513347937,-25.588810513347937,-25.588810513347937,-25.588810513347937,-25.588810513347937,-25.588810513347937,-25.588810513347937,-25.588810513347937,-25.588810513347937,18.651453049796316
2014-04-30,44.31810639713016,44.318104088594716,44.31810851398114,-19.596957952670454,115.09994736837359,2.1887981225022446,2.1887981225022446,2.1887981225022446,2.1887981225022446,2.1887981225022446,2.1887981225022446,2.1887981225022446,2.1887981225022446,2.1887981225022446,46.5069045196324
2014-05-31,44.39854399224892,44.39853953155358,44.39854842447524,21.19727687406246,151.69061475917476,45.50609427368078,45.50609427368078,45.50609427368078,45.50609427368078,45.50609427368078,45.50609427368078,45.50609427368078,45.50609427368078,45.50609427368078,89.90463826592969
2014-06-30,44.47638682623482,44.476379826926504,44.47639365463521,49.7616518287864,185.26048515239637,76.54887188453284,76.54887188453284,76.54887188453284,76.54887188453284,76.54887188453284,76.54887188453284,76.54887188453284,76.54887188453284,76.54887188453284,121.02525871076767
2014-07-31,44.55682442135359,44.55681471227914,44.556833969496644,24.978485852054906,155.08505825349354,44.044336231166106,44.044336231166106,44.044336231166106,44.044336231166106,44.044336231166106,44.044336231166106,44.044336231166106,44.044336231166106,44.044336231166106,88.6011606525197
2014-08-31,44.63726201647235,44.637249732846456,44.63727418519417,-12.067214392894066,120.28497244379923,7.311741176203139,7.311741176203139,7.311741176203139,7.311741176203139,7.311741176203139,7.311741176203139,7.311741176203139,7.311741176203139,7.311741176203139,51.94900319267549
2014-09-30,44.715104850458246,44.71508889661089,44.715119843398675,-34.72024522986082,95.69139970723674,-13.801355004040822,-13.801355004040822,-13.801355004040822,-13.801355004040822,-13.801355004040822,-13.801355004040822,-13.801355004040822,-13.801355004040822,-13.801355004040822,30.913749846417424
2014-10-31,44.795542445577006,44.79552413564898,44.795560822830446,-37.17879208859565,97.8584278031212,-17.87663642683358,-17.87663642683358,-17.87663642683358,-17.87663642683358,-17.87663642683358,-17.87663642683358,-17.87663642683358,-17.87663642683358,-17.87663642683358,26.918906018743424
2014-11-30,44.87338527956291,44.87336367260549,44.8734071929083,-49.48006728054931,82.4896640109168,-29.230010896071764,-29.230010896071764,-29.230010896071764,-29.230010896071764,-29.230010896071764,-29.230010896071764,-29.230010896071764,-29.230010896071764,-29.230010896071764,15.643374383491146
2014-12-31,44.95382287468167,44.95379832500692,44.95384845617732,-52.30786720922842,81.44332552596236,-29.51929163168296,-29.51929163168296,-29.51929163168296,-29.51929163168296,-29.51929163168296,-29.51929163168296,-29.51929163168296,-29.51929163168296,-29.51929163168296,15.434531242998709
2015-01-31,45.03426046980044,45.03423213011494,45.034289742124,-49.79470329828898,77.53430970313327,-31.381707819767406,-31.381707819767406,-31.381707819767406,-31.381707819767406,-31.381707819767406,-31.381707819767406,-31.381707819767406,-31.381707819767406,-31.381707819767406,13.65255265003303
2015-02-28,45.1069137815206,45.10688207299666,45.10694682940944,-51.49124733390475,78.03321992701949,-30.536799293507126,-30.536799293507126,-30.536799293507126,-30.536799293507126,-30.536799293507126,-30.536799293507126,-30.536799293507126,-30.536799293507126,-30.536799293507126,14.570114488013477
