error,forecast_cases,month,true_cases,year
8.434966283832846,12.434966283832846,3,4.0,2008
17.15435851913414,22.15435851913414,4,5.0,2008
26.698756334372405,55.698756334372405,5,29.0,2008
38.90133521207933,86.90133521207933,6,48.0,2008
39.61813542379576,109.61813542379576,7,70.0,2008
62.94465425006044,81.94465425006044,8,19.0,2008
59.86734001987476,67.86734001987476,9,8.0,2008
32.44631577248646,43.44631577248646,10,11.0,2008
26.01344790403821,33.01344790403821,11,7.0,2008
15.774683112515842,17.77468311251584,12,2.0,2008
15.192478808823761,17.19247880882376,1,2.0,2009
5.894798364893234,12.894798364893234,2,7.0,2009
