error,forecast_cases,month,true_cases,year
49.383629883162286,61.383629883162286,9,12.0,2011
30.69240729544932,38.69240729544932,10,8.0,2011
28.718626993110107,32.71862699311011,11,4.0,2011
16.504817836769966,18.504817836769966,12,2.0,2011
15.841776101545001,19.841776101545,1,4.0,2012
17.11128291680173,17.11128291680173,2,0.0,2012
17.407279505861517,22.407279505861517,3,5.0,2012
17.82318272000426,21.82318272000426,4,4.0,2012
35.32149056652619,51.32149056652619,5,16.0,2012
11.833835686265886,81.83383568626589,6,70.0,2012
29.55725607099673,115.55725607099673,7,86.0,2012
14.246532860931552,88.24653286093155,8,74.0,2012
