error,forecast_cases,month,true_cases,year
24.198264741482635,0.8017352585173647,2,25.0,2010
35.273781181556814,0.7262188184431828,3,36.0,2010
24.860594601762177,6.139405398237822,4,31.0,2010
36.27278144964305,36.72721855035695,5,73.0,2010
94.3513552836329,58.648644716367095,6,153.0,2010
178.89582584984336,82.10417415015664,7,261.0,2010
164.74824105412824,54.25175894587176,8,219.0,2010
54.50340033717115,39.49659966282885,9,94.0,2010
0.5220641944883191,25.47793580551168,10,26.0,2010
1.5008523104572262,19.500852310457226,11,18.0,2010
2.3105141398976734,6.310514139897673,12,4.0,2010
4.457922887601222,6.457922887601222,1,2.0,2011
