province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2012.0,562.2852440025894,3773.350039659387,1177.7466756534452,5.0
10.0,2013.0,556.4468537847767,5828.25000216371,855.0343560657245,1.0
41.0,2012.0,NaN,184.4608672067386,50.26717339142714,1.0
41.0,2013.0,NaN,540.2356803765929,165.4023558017196,0.0
50.0,2012.0,49.3814003355906,371.30935613722096,38.152725521414084,2.0
50.0,2013.0,287.0339968455661,2406.2048627904533,607.5912429987742,1.0
70.0,2012.0,42.967812915389416,461.0084185556334,50.52390267961591,3.0
70.0,2013.0,26.965799327963236,232.73274893170844,34.70584118125265,2.0
90.0,2012.0,157.39202695273457,1436.8308374254605,327.05452042357047,0.0
90.0,2013.0,319.0542412568118,3014.1817102902232,635.724738702508,1.0
