province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2015.0,36105.99333288233,432822.8697426433,37513.86795978519,1.0
10.0,2016.0,5659.491063904184,67826.20912633714,5479.860980039868,0.0
41.0,2015.0,NaN,6193.861179303274,559.8036855865355,2.0
41.0,2016.0,1068.5537604949852,12809.119822474242,988.2717328190645,6.0
50.0,2015.0,NaN,5113.302619641983,337.7198038099765,3.0
50.0,2016.0,387.90814610964003,4582.194760604792,239.041591093997,0.0
70.0,2015.0,122.9243125709994,842.5091931368336,89.20790475699926,0.0
70.0,2016.0,453.55786283496377,5410.454510872853,536.9621330751869,5.0
90.0,2015.0,173.0235725396533,123.021518988033,228.57504898707168,8.0
90.0,2016.0,3647.934124317398,43422.67922897511,4172.86894669514,10.0
