error,forecast_cases,month,true_cases,year
423.5680342298166,17.43196577018341,2,441.0,2008
303.6528523738939,197.3471476261061,3,501.0,2008
195.95534914856722,365.0446508514328,4,561.0,2008
516.8016555413504,78.1983444586496,5,595.0,2008
586.5778751184118,313.42212488158816,6,900.0,2008
857.8318993918892,196.16810060811082,7,1054.0,2008
961.2392680108677,266.7607319891323,8,1228.0,2008
299.20331088909546,208.79668911090454,9,508.0,2008
1180.1913007800008,174.80869921999908,10,1355.0,2008
450.4210368361837,463.5789631638163,11,914.0,2008
930.2265830294507,-250.22658302945072,12,680.0,2008
418.11953288615007,-64.11953288615004,1,354.0,2009
