error,forecast_cases,month,true_cases,year
351.7029012595632,363.2970987404368,9,715.0,2007
454.6179224665332,241.3820775334668,10,696.0,2007
608.340832359617,197.65916764038295,11,806.0,2007
104.87385450221115,368.12614549778885,12,473.0,2007
483.4554580569287,957.4554580569287,1,474.0,2008
354.1891096291097,86.8108903708903,2,441.0,2008
348.5472012143996,152.45279878560038,3,501.0,2008
226.28981451221625,334.71018548778375,4,561.0,2008
461.4286617851766,133.57133821482338,5,595.0,2008
368.95896465418355,531.0410353458165,6,900.0,2008
484.77843269308414,569.2215673069159,7,1054.0,2008
435.38669527081447,792.6133047291855,8,1228.0,2008
