ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,yearly,yearly_lower,yearly_upper,yhat
2016-08-31,984.7942099709845,984.3092779544123,985.1795667060109,149.17601790549503,1887.6080091632027,71.7191609218892,71.7191609218892,71.7191609218892,71.7191609218892,71.7191609218892,71.7191609218892,71.7191609218892,71.7191609218892,71.7191609218892,1056.5133708928738
2016-09-30,1000.1833324252253,998.493265610341,1001.6486486348734,185.45097523965634,1928.477730160347,36.35378727411699,36.35378727411699,36.35378727411699,36.35378727411699,36.35378727411699,36.35378727411699,36.35378727411699,36.35378727411699,36.35378727411699,1036.5371196993424
2016-10-31,1016.0854256279415,1013.0652182427607,1019.0394267382032,1323.0274078606433,3092.329009978106,1162.234965178132,1162.234965178132,1162.234965178132,1162.234965178132,1162.234965178132,1162.234965178132,1162.234965178132,1162.234965178132,1162.234965178132,2178.320390806073
2016-11-30,1031.474548082183,1026.697616298313,1036.3799533168892,330.9860091050368,2121.1825055709246,195.0427890700985,195.0427890700985,195.0427890700985,195.0427890700985,195.0427890700985,195.0427890700985,195.0427890700985,195.0427890700985,195.0427890700985,1226.5173371522815
2016-12-31,1047.3766412848986,1040.4512906629836,1053.8850908278819,-39.352635903033566,1756.237609506993,-223.08278834661513,-223.08278834661513,-223.08278834661513,-223.08278834661513,-223.08278834661513,-223.08278834661513,-223.08278834661513,-223.08278834661513,-223.08278834661513,824.2938529382834
2017-01-31,1063.2787344876147,1054.201937752852,1072.3628347149638,-268.5785323063539,1528.0366816656588,-410.6718257719114,-410.6718257719114,-410.6718257719114,-410.6718257719114,-410.6718257719114,-410.6718257719114,-410.6718257719114,-410.6718257719114,-410.6718257719114,652.6069087157032
2017-02-28,1077.6419154449063,1066.4678789492489,1089.023609458326,-187.83289274728202,1519.4208755081509,-372.77491168244404,-372.77491168244404,-372.77491168244404,-372.77491168244404,-372.77491168244404,-372.77491168244404,-372.77491168244404,-372.77491168244404,-372.77491168244404,704.8670037624622
2017-03-31,1093.5440086476226,1079.203092688439,1107.1538809992016,-260.2994697879464,1459.684069952109,-479.8681797729675,-479.8681797729675,-479.8681797729675,-479.8681797729675,-479.8681797729675,-479.8681797729675,-479.8681797729675,-479.8681797729675,-479.8681797729675,613.675828874655
2017-04-30,1108.933131101864,1091.9670564937433,1125.5808967399205,251.94382573176625,1919.0424081042468,-7.130803970955926,-7.130803970955926,-7.130803970955926,-7.130803970955926,-7.130803970955926,-7.130803970955926,-7.130803970955926,-7.130803970955926,-7.130803970955926,1101.8023271309082
2017-05-31,1124.8352243045797,1105.3245890335147,1144.2767935251063,361.69126242602243,2032.5426807895556,79.57040803673384,79.57040803673384,79.57040803673384,79.57040803673384,79.57040803673384,79.57040803673384,79.57040803673384,79.57040803673384,79.57040803673384,1204.4056323413135
2017-06-30,1140.224346758821,1117.5945625169568,1162.61851945138,296.36827508362137,1999.7999669396206,-11.220913934271453,-11.220913934271453,-11.220913934271453,-11.220913934271453,-11.220913934271453,-11.220913934271453,-11.220913934271453,-11.220913934271453,-11.220913934271453,1129.0034328245495
2017-07-31,1156.126439961537,1130.114162561577,1181.957215848635,359.24410230414645,1982.2888666826846,-9.428541864683858,-9.428541864683858,-9.428541864683858,-9.428541864683858,-9.428541864683858,-9.428541864683858,-9.428541864683858,-9.428541864683858,-9.428541864683858,1146.6978980968531
