error,forecast_cases,month,true_cases,year
977.6442237786657,1103.6442237786657,4,126.0,2016
1475.2237639501593,1521.2237639501593,5,46.0,2016
1610.6016839824595,1670.6016839824595,6,60.0,2016
1517.6514532600486,1688.6514532600486,7,171.0,2016
1438.5930334661075,1726.5930334661075,8,288.0,2016
1618.1815551724094,1945.1815551724094,9,327.0,2016
1486.4948166604972,1884.4948166604972,10,398.0,2016
2269.549589460461,2988.549589460461,11,719.0,2016
1662.0094882725587,2022.0094882725587,12,360.0,2016
1408.7865414662344,1598.7865414662344,1,190.0,2017
1337.5335000725158,1460.5335000725158,2,123.0,2017
1852.6128436321012,1945.6128436321012,3,93.0,2017
