error,forecast_cases,month,true_cases,year
103.1043523379974,708.1043523379974,12,605.0,2010
437.4521987081207,928.4521987081207,1,491.0,2011
487.3889456714255,764.3889456714255,2,277.0,2011
353.2298832837424,613.2298832837424,3,260.0,2011
69.44332892256091,402.4433289225609,4,333.0,2011
227.51415783395703,1001.514157833957,5,774.0,2011
0.7784510713388499,1053.2215489286612,6,1054.0,2011
14.19993103478373,985.8000689652163,7,1000.0,2011
113.95492496154964,929.9549249615496,8,816.0,2011
1668.8535965132933,2157.8535965132933,9,489.0,2011
208.24803757298832,766.2480375729883,10,558.0,2011
547.9823762295182,1355.9823762295182,11,808.0,2011
