error,forecast_cases,month,true_cases,year
276.1133025204898,516.8866974795102,11,793.0,2009
476.54591750250324,181.45408249749678,12,658.0,2009
192.23787109071526,225.76212890928474,1,418.0,2010
476.9379715968011,-26.937971596801127,2,450.0,2010
690.2193532726067,-275.2193532726067,3,415.0,2010
673.8190598008637,-427.8190598008637,4,246.0,2010
67.08336914252075,191.91663085747925,5,259.0,2010
54.12237622584723,313.87762377415277,6,368.0,2010
554.5386947337571,72.46130526624295,7,627.0,2010
1150.7909155303614,-164.79091553036136,8,986.0,2010
485.8106844546933,692.1893155453067,9,1178.0,2010
1640.3893876565203,-427.38938765652017,10,1213.0,2010
