error,forecast_cases,month,true_cases,year
1006.646783878783,1177.646783878783,7,171.0,2016
958.5745136353364,1246.5745136353364,8,288.0,2016
1177.1903587027584,1504.1903587027584,9,327.0,2016
1054.6346274984733,1452.6346274984733,10,398.0,2016
1891.8811131205425,2610.8811131205425,11,719.0,2016
1253.6222470775156,1613.6222470775156,12,360.0,2016
962.1502676125986,1152.1502676125986,1,190.0,2017
826.9470990781036,949.9470990781036,2,123.0,2017
1072.3277440943707,1165.3277440943707,3,93.0,2017
1037.1294831804853,1142.1294831804853,4,105.0,2017
1548.7944714012085,1660.7944714012085,5,112.0,2017
1464.2615299270306,1822.2615299270306,6,358.0,2017
