ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,yearly,yearly_lower,yearly_upper,yhat
2008-05-31,99.51454376051825,91.77104151680486,108.24069374071966,99.92972873513662,116.450790884578,8.183245308976156,8.183245308976156,8.183245308976156,8.183245308976156,8.183245308976156,8.183245308976156,8.183245308976156,8.183245308976156,8.183245308976156,107.6977890694944
2008-06-30,108.70104814914122,87.26357134314607,133.15151799813162,176.23785825024427,222.11157571627942,88.98571919494196,88.98571919494196,88.98571919494196,88.98571919494196,88.98571919494196,88.98571919494196,88.98571919494196,88.98571919494196,88.98571919494196,197.6867673440832
2008-07-31,118.19376935071834,78.07822777898822,162.56583605714997,153.57717669714026,238.07656993088787,75.48196843461596,75.48196843461596,75.48196843461596,75.48196843461596,75.48196843461596,75.48196843461596,75.48196843461596,75.48196843461596,75.48196843461596,193.67573778533432
2008-08-31,127.68649055229544,67.00385532768432,196.6461176167846,126.85961962344038,256.5345532157071,59.87869072999839,59.87869072999839,59.87869072999839,59.87869072999839,59.87869072999839,59.87869072999839,59.87869072999839,59.87869072999839,59.87869072999839,187.56518128229382
2008-09-30,136.8729949409184,47.7855472852261,226.13767508823724,31.85171701921473,210.21763949326836,-15.924311309814513,-15.924311309814513,-15.924311309814513,-15.924311309814513,-15.924311309814513,-15.924311309814513,-15.924311309814513,-15.924311309814513,-15.924311309814513,120.94868363110389
2008-10-31,146.36571614249553,28.832909773882776,265.5792190015151,3.6811395663076927,240.42010588721422,-25.161712366939557,-25.161712366939557,-25.161712366939557,-25.161712366939557,-25.161712366939557,-25.161712366939557,-25.161712366939557,-25.161712366939557,-25.161712366939557,121.20400377555598
2008-11-30,155.5522205311185,3.983376284373077,305.24348176066655,-47.86811648282083,253.34637116452075,-51.88345766668587,-51.88345766668587,-51.88345766668587,-51.88345766668587,-51.88345766668587,-51.88345766668587,-51.88345766668587,-51.88345766668587,-51.88345766668587,103.66876286443264
2008-12-31,165.04494173269563,-22.917941758352082,349.4099724525095,-74.13275581412984,298.21692575824414,-51.20149385569612,-51.20149385569612,-51.20149385569612,-51.20149385569612,-51.20149385569612,-51.20149385569612,-51.20149385569612,-51.20149385569612,-51.20149385569612,113.8434478769995
2009-01-31,174.5376629342727,-53.32172722977158,385.48253810876963,-114.20020195926938,324.6141995669753,-60.87145838488758,-60.87145838488758,-60.87145838488758,-60.87145838488758,-60.87145838488758,-60.87145838488758,-60.87145838488758,-60.87145838488758,-60.87145838488758,113.66620454938513
2009-02-28,183.11173369698753,-80.09377273122772,422.71424959189676,-49.861775717035805,452.9514877734463,30.22234546249696,30.22234546249696,30.22234546249696,30.22234546249696,30.22234546249696,30.22234546249696,30.22234546249696,30.22234546249696,30.22234546249696,213.33407915948447
2009-03-31,192.60445489856465,-108.7548148197929,474.8163347912346,-63.67805137758009,519.8816500471132,45.089538152362024,45.089538152362024,45.089538152362024,45.089538152362024,45.089538152362024,45.089538152362024,45.089538152362024,45.089538152362024,45.089538152362024,237.69399305092668
2009-04-30,201.79095928718763,-136.8225915563122,523.5900166513214,-84.52542024830039,575.8612674146324,52.28017639935073,52.28017639935073,52.28017639935073,52.28017639935073,52.28017639935073,52.28017639935073,52.28017639935073,52.28017639935073,52.28017639935073,254.07113568653836
