error,forecast_cases,month,true_cases,year
22.24991800511483,41.75008199488517,9,64.0,2009
60.16057967305511,1.8394203269448892,10,62.0,2009
138.69099022055795,-70.69099022055795,11,68.0,2009
160.87993698226276,-137.87993698226276,12,23.0,2009
249.6998127280149,-228.6998127280149,1,21.0,2010
361.98251804544975,-347.98251804544975,2,14.0,2010
192.86304533817284,-175.86304533817284,3,17.0,2010
155.3879420501732,-133.3879420501732,4,22.0,2010
178.26501265840685,-106.26501265840685,5,72.0,2010
341.9367752593919,-142.93677525939188,6,199.0,2010
894.2988148558027,-254.29881485580268,7,640.0,2010
1091.5589870253405,-279.5589870253405,8,812.0,2010
