error,forecast_cases,month,true_cases,year
32.26375624090856,29.73624375909144,10,62.0,2009
109.89110841596823,-41.891108415968226,11,68.0,2009
134.9785355246767,-111.97853552467669,12,23.0,2009
224.9399191116813,-203.9399191116813,1,21.0,2010
335.8174735062495,-321.8174735062495,2,14.0,2010
176.68745412842756,-159.68745412842756,3,17.0,2010
132.03853802591232,-110.0385380259123,4,22.0,2010
145.7227375007921,-73.72273750079209,5,72.0,2010
301.08538752324847,-102.08538752324849,6,199.0,2010
851.2244988504985,-211.22449885049855,7,640.0,2010
1057.0003425271263,-245.00034252712638,8,812.0,2010
472.965498938751,-164.96549893875098,9,308.0,2010
