error,forecast_cases,month,true_cases,year
89.55420967701934,128.55420967701934,1,39.0,2009
101.75415091036331,115.75415091036331,2,14.0,2009
382.0665023638017,405.0665023638017,3,23.0,2009
428.182903982154,444.182903982154,4,16.0,2009
408.2223458880291,486.2223458880291,5,78.0,2009
346.225271985796,475.225271985796,6,129.0,2009
267.7316326548903,380.7316326548903,7,113.0,2009
260.6909430002972,374.6909430002972,8,114.0,2009
398.98708639742307,462.98708639742307,9,64.0,2009
439.9391833105754,501.9391833105754,10,62.0,2009
452.1525841617936,520.1525841617936,11,68.0,2009
515.6027686038145,538.6027686038145,12,23.0,2009
