error,forecast_cases,month,true_cases,year
42.02809324724903,59.02809324724903,3,17.0,2010
89.32640571282492,111.32640571282492,4,22.0,2010
78.01753810397713,150.01753810397713,5,72.0,2010
68.79611098990668,130.20388901009332,6,199.0,2010
597.0291663556116,42.97083364438841,7,640.0,2010
754.5037474137958,57.49625258620416,8,812.0,2010
139.09195651637924,168.90804348362076,9,308.0,2010
40.628390995643315,152.62839099564331,10,112.0,2010
64.81080354250494,89.81080354250494,11,25.0,2010
22.181778393788605,45.181778393788605,12,23.0,2010
49.612860041993706,-39.612860041993706,1,10.0,2011
149.68683157773324,-144.68683157773324,2,5.0,2011
