error,forecast_cases,month,true_cases,year
15.122007983770459,239.87799201622954,5,255.0,2010
306.9441851058573,185.05581489414269,6,492.0,2010
705.9766250598565,15.023374940143569,7,721.0,2010
602.5422371292786,64.45776287072141,8,667.0,2010
414.4221732500836,133.57782674991643,9,548.0,2010
264.35665261056454,108.64334738943548,10,373.0,2010
74.21191579497471,129.78808420502529,11,204.0,2010
61.21705636900586,176.21705636900586,12,115.0,2010
0.7240873490789994,99.275912650921,1,100.0,2011
56.71615571068685,12.283844289313151,2,69.0,2011
11.075608211137563,67.07560821113756,3,56.0,2011
114.38316671020672,157.38316671020672,4,43.0,2011
