error,forecast_cases,month,true_cases,year
40.18459147711007,42.81540852288993,8,83.0,2012
80.40993155415647,15.59006844584353,9,96.0,2012
265.3422938218427,-57.3422938218427,10,208.0,2012
457.20953074268823,-91.20953074268823,11,366.0,2012
463.60951419321424,-88.60951419321422,12,375.0,2012
545.8437729253029,-101.84377292530287,1,444.0,2013
403.8915653527295,-92.89156535272951,2,311.0,2013
529.9508228553136,-198.95082285531362,3,331.0,2013
448.0285311219143,-163.0285311219143,4,285.0,2013
613.903977161214,-89.90397716121403,5,524.0,2013
745.5587319647723,-35.55873196477227,6,710.0,2013
576.9868516407288,-97.9868516407288,7,479.0,2013
