error,forecast_cases,month,true_cases,year
488.7953446982157,603.7953446982157,12,115.0,2010
477.01680203860735,577.0168020386074,1,100.0,2011
464.5700206660433,533.5700206660433,2,69.0,2011
429.9424819575594,485.9424819575594,3,56.0,2011
532.4381984188808,575.4381984188808,4,43.0,2011
711.548296383582,750.548296383582,5,39.0,2011
757.4032022595039,809.4032022595039,6,52.0,2011
748.6453287355495,782.6453287355495,7,34.0,2011
789.5564781440459,819.5564781440459,8,30.0,2011
810.9241715500018,844.9241715500018,9,34.0,2011
693.2626530492635,734.2626530492635,10,41.0,2011
667.862427007143,712.862427007143,11,45.0,2011
