error,forecast_cases,month,true_cases,year
191.56838258692022,308.5683825869202,10,117.0,2007
282.7168877432456,368.7168877432456,11,86.0,2007
304.24283893111567,399.24283893111567,12,95.0,2007
227.98181948783264,326.98181948783264,1,99.0,2008
108.2546687297532,-24.254668729753213,2,84.0,2008
50.623538510302296,130.6235385103023,3,80.0,2008
172.67182873100387,233.67182873100387,4,61.0,2008
325.9942326641074,432.9942326641074,5,107.0,2008
259.72859607738997,454.72859607738997,6,195.0,2008
40.74579112293878,259.7457911229388,7,219.0,2008
27.52368122905719,206.5236812290572,8,179.0,2008
48.12721864264333,199.12721864264333,9,151.0,2008
