error,forecast_cases,month,true_cases,year
238.36405341881604,-185.36405341881604,2,53.0,2012
225.8510209753571,-185.8510209753571,3,40.0,2012
243.33505590698644,-159.33505590698644,4,84.0,2012
237.795434941486,-107.795434941486,5,130.0,2012
197.66876666463276,-89.66876666463276,6,108.0,2012
259.1625769174333,-129.16257691743328,7,130.0,2012
242.31413558311726,-159.31413558311726,8,83.0,2012
287.0615182889504,-191.06151828895042,9,96.0,2012
459.0223577503824,-251.02235775038238,10,208.0,2012
650.7915911501966,-284.79159115019667,11,366.0,2012
664.7471278633876,-289.7471278633876,12,375.0,2012
747.0481636263494,-303.0481636263494,1,444.0,2013
