error,forecast_cases,month,true_cases,year
17.0525891070153,18.9474108929847,3,36.0,2010
10.88988545505039,20.11011454494961,4,31.0,2010
19.852139951004432,53.14786004899557,5,73.0,2010
63.605778276545195,89.3942217234548,6,153.0,2010
156.44895097346512,104.55104902653487,7,261.0,2010
114.3761421118401,104.6238578881599,8,219.0,2010
0.39511915031542344,93.60488084968458,9,94.0,2010
16.39005083640113,42.39005083640113,10,26.0,2010
17.35159392658415,35.35159392658415,11,18.0,2010
36.9888096515584,40.9888096515584,12,4.0,2010
60.795048491316756,62.795048491316756,1,2.0,2011
63.53965141753055,64.53965141753055,2,1.0,2011
