error,forecast_cases,month,true_cases,year
32.50408312325237,76.50408312325237,6,44.0,2009
23.686767965347087,97.68676796534709,7,74.0,2009
27.92756602760464,94.92756602760464,8,67.0,2009
40.27973542708605,83.27973542708605,9,43.0,2009
5.883681064767302,40.8836810647673,10,35.0,2009
0.18567201637235087,35.18567201637235,11,35.0,2009
21.847139498202722,36.84713949820272,12,15.0,2009
30.131076426522,58.131076426522,1,28.0,2010
36.57824735669155,61.57824735669155,2,25.0,2010
4.982459752697096,40.982459752697096,3,36.0,2010
17.86442144324578,48.86442144324578,4,31.0,2010
14.545153138786418,87.54515313878642,5,73.0,2010
