error,forecast_cases,month,true_cases,year
26.25281205360021,32.25281205360021,9,6.0,2014
20.64094216754488,-16.64094216754488,10,4.0,2014
38.359771967044615,-37.359771967044615,11,1.0,2014
38.00038104932908,-37.00038104932908,12,1.0,2014
32.9899033389041,-32.9899033389041,1,0.0,2015
36.61780409800129,-36.61780409800129,2,0.0,2015
45.4797473061268,-44.4797473061268,3,1.0,2015
43.48960964359567,-41.48960964359567,4,2.0,2015
12.972149803249224,-4.972149803249224,5,8.0,2015
5.9596131815487325,3.0403868184512675,6,9.0,2015
21.64268687314111,24.35731312685889,7,46.0,2015
12.92333931171179,29.07666068828821,8,42.0,2015
