error,forecast_cases,month,true_cases,year
48.53735189247428,49.53735189247428,4,1.0,2011
19.846876182727467,30.846876182727467,5,11.0,2011
32.51845444317682,57.51845444317682,6,25.0,2011
99.06655147853391,121.06655147853391,7,22.0,2011
165.88243976673292,184.88243976673292,8,19.0,2011
169.55135571022927,181.55135571022927,9,12.0,2011
102.4194028122302,110.4194028122302,10,8.0,2011
24.71188035937159,28.71188035937159,11,4.0,2011
37.617981314694624,39.617981314694624,12,2.0,2011
60.279682538189476,64.27968253818948,1,4.0,2012
87.60674295296499,87.60674295296499,2,0.0,2012
76.7699897601476,81.7699897601476,3,5.0,2012
