province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2015.0,52112.256832715815,623556.0200458437,48567.17101634712,0.0
10.0,2016.0,315.2880620036441,41.44582385116519,473.10053922624513,5.0
41.0,2015.0,NaN,69321.96109172748,6086.438085679133,2.0
41.0,2016.0,104.37930336970058,1208.9891131134957,143.2026809238087,0.0
50.0,2015.0,NaN,20184.60606386889,1724.3289583114513,2.0
50.0,2016.0,148.53022790018758,1623.858127139546,271.9844426948283,1.0
70.0,2015.0,486.59692691672365,5730.730682927045,427.68520801745035,2.0
70.0,2016.0,101.7016728631274,1177.4087124290786,104.93988327409542,5.0
90.0,2015.0,1187.5971462974692,14236.445228975443,1144.8271864026833,1.0
90.0,2016.0,695.6779988605291,7068.904173631823,210.01868199618798,5.0
