province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2012.0,583.5578126584732,4457.59823789385,1219.9290524652506,4.0
10.0,2013.0,588.9883521569899,6415.591423437066,901.9974349203376,1.0
41.0,2012.0,NaN,83.78449378759422,30.390135403694458,1.0
41.0,2013.0,NaN,481.3072736071881,156.06074460185795,0.0
50.0,2012.0,44.141406688027516,354.92695283500666,48.4329971334147,1.0
50.0,2013.0,290.7157063181836,2483.246274106074,615.5355306962689,0.0
70.0,2012.0,61.592213865308814,709.2703980206727,71.98671059243632,3.0
70.0,2013.0,24.150575523492122,199.6384638696632,34.87439342507506,2.0
90.0,2012.0,154.99772331336644,1367.8422083423961,318.7899423754898,0.0
90.0,2013.0,274.8550747774388,2318.2252134001856,565.1269531749185,0.0
