province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2009.0,11798.22268222626,141307.59498108304,10710.225481805319,1.0
10.0,2010.0,1668.2917560909998,19411.35873424742,1706.2931992021622,1.0
10.0,2011.0,1109.8793365813785,12340.325368707774,1535.6062878556331,3.0
10.0,2012.0,520.2748934974574,3098.9287631330308,864.5350786438239,2.0
10.0,2013.0,743.873789869865,8209.841539105815,1002.2722979656683,1.0
10.0,2014.0,444.290465593348,4144.658906720508,651.6939900574575,2.0
10.0,2015.0,1425.9537061485823,8655.072032604989,3726.405398932769,2.0
10.0,2016.0,742.16500982504,8042.433339109213,343.7058280579106,10.0
41.0,2009.0,175.46877314550326,2059.423130347801,196.87569322533687,0.0
41.0,2010.0,395.10699775190824,4667.890524066837,494.51090860300235,6.0
41.0,2011.0,NaN,1340.785739300821,50.35249280951871,3.0
41.0,2012.0,NaN,770.8361693674753,60.175237199220106,1.0
41.0,2013.0,NaN,1656.2138464387199,88.38672836380022,0.0
41.0,2014.0,NaN,3073.1106393154955,224.05930195535603,3.0
41.0,2015.0,NaN,646.7766123002784,117.38637608818425,0.0
41.0,2016.0,111.35812758212982,1242.0865506886682,159.61792292211857,3.0
50.0,2009.0,181.26062278838603,2084.7983372163726,128.89122880527765,1.0
50.0,2010.0,250.83989448000443,332.88924188953774,574.8239801473437,0.0
50.0,2011.0,332.38449787530374,3834.977992368034,210.69444700844522,1.0
50.0,2012.0,73.2713081257884,426.11652266762167,57.40711157685297,1.0
50.0,2013.0,364.8240934425053,4010.7457056786843,129.1031841989469,1.0
50.0,2014.0,NaN,5742.996438915671,416.9342871773674,1.0
50.0,2015.0,NaN,1739.3368246525208,43.782367156442106,0.0
50.0,2016.0,478.4341579169415,5699.99256539303,458.74034782038393,0.0
70.0,2009.0,44.45127112864839,68.8005309135915,36.682982371897054,0.0
70.0,2010.0,169.58576133469265,1721.753771653322,318.50547263091335,3.0
70.0,2011.0,204.2084660212621,2364.164462054052,189.49459176074197,5.0
70.0,2012.0,43.57222845763437,384.2938541495546,52.12400395448964,4.0
70.0,2013.0,29.00028999963614,159.4362566639898,2.9412358233801683,1.0
70.0,2014.0,173.33114056821316,2051.7065441647082,211.83472048893282,2.0
70.0,2015.0,107.97307165258768,1031.0277993970803,160.87934815081076,0.0
70.0,2016.0,37.476346279590906,297.41840105410824,12.874712896304423,7.0
90.0,2009.0,107.15897112217924,118.32482271796403,140.08210045591176,2.0
90.0,2010.0,1294.9928607396475,15119.16709746009,1392.8673129180447,6.0
90.0,2011.0,393.239600996352,4538.666636301574,491.2913980626199,4.0
90.0,2012.0,236.12797035994535,2467.057009484397,343.65892930352805,7.0
90.0,2013.0,795.6714892989471,9131.921002421226,449.42212074809595,3.0
90.0,2014.0,921.7983908035551,11018.198531633747,933.2727544869568,2.0
90.0,2015.0,439.48184379195624,5207.391947276545,482.1369717103888,2.0
90.0,2016.0,367.83318957727033,575.0850193548831,758.5209192230866,5.0
