province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2011.0,1457.658529543101,17277.748014601624,1773.0996407348844,1.0
10.0,2012.0,529.7707671600966,3836.786135643341,1208.570640155032,4.0
10.0,2013.0,351.02183767951686,3154.4288395858403,556.5241615499406,0.0
41.0,2011.0,NaN,122.6952409435477,23.849211792902096,2.0
41.0,2012.0,NaN,541.4946821120275,71.34288036971785,1.0
41.0,2013.0,NaN,786.8723103662863,184.7010465919662,0.0
50.0,2011.0,22.57239028358567,227.59103716145506,17.936694926545236,1.0
50.0,2012.0,27.627461385380496,98.65239205156087,35.73996510459635,1.0
50.0,2013.0,205.82138688296743,984.6955052674862,450.55502642788207,1.0
70.0,2011.0,84.95805600904242,936.8414776535498,132.20625308113412,1.0
70.0,2012.0,21.542314067598976,190.7754909088825,29.615560644070243,4.0
70.0,2013.0,52.81994623947822,546.8420307483882,51.98897925982217,2.0
90.0,2011.0,32.769953539651546,316.1685743756995,50.546145837740866,11.0
90.0,2012.0,217.1058949540236,2037.1940376371253,356.1793080844677,11.0
90.0,2013.0,289.3555318074052,2457.4896530329015,587.6677191699306,0.0
