forecast
34.30968252031634
34.084705449778895
33.21240400544679
33.92017657853338
48.54958446430494
81.09474677177899
90.28695615301586
95.12864883260647
79.71976414554794
63.776212769679056
55.04185116605431
33.8767148276195
