error,forecast_cases,month,true_cases,year
25.703470333265685,33.296529666734315,5,59.0,2011
65.65283408120897,32.347165918791035,6,98.0,2011
56.95237158573895,32.04762841426105,7,89.0,2011
117.28454775151377,31.715452248486237,8,149.0,2011
73.5618195625454,47.438180437454605,9,121.0,2011
5.390571819569189,85.60942818043081,10,91.0,2011
26.371546186415628,88.62845381358437,11,115.0,2011
36.24409502752569,86.24409502752569,12,50.0,2011
24.260447568448143,70.26044756844814,1,46.0,2012
13.23157282475146,58.23157282475146,2,45.0,2012
5.550606100008757,44.55060610000876,3,39.0,2012
18.43310581330373,28.56689418669627,4,47.0,2012
