error,forecast_cases,month,true_cases,year
21.496675233743787,35.49667523374379,6,14.0,2013
7.902871046208858,35.09712895379114,7,43.0,2013
42.493461148964805,32.506538851035195,8,75.0,2013
26.058416696011676,32.941583303988324,9,59.0,2013
9.177793106386815,43.822206893613185,10,53.0,2013
29.917056226467196,81.9170562264672,11,52.0,2013
60.86671596192926,85.86671596192926,12,25.0,2013
79.52106659427969,91.52106659427969,1,12.0,2014
65.14188629731369,79.14188629731369,2,14.0,2014
56.7578303451714,67.7578303451714,3,11.0,2014
51.62526537154714,59.62526537154714,4,8.0,2014
23.466295641589745,33.466295641589745,5,10.0,2014
