error,forecast_cases,month,true_cases,year
28.216097965635164,33.216097965635164,12,5.0,2016
24.131094772197308,30.131094772197308,1,6.0,2017
24.20139188441296,26.20139188441296,2,2.0,2017
22.743522591472345,24.743522591472345,3,2.0,2017
23.42102279031163,25.42102279031163,4,2.0,2017
30.081318541050855,37.081318541050855,5,7.0,2017
51.29232008158503,69.29232008158503,6,18.0,2017
56.986993252519625,79.98699325251962,7,23.0,2017
54.302240001229436,90.30224000122944,8,36.0,2017
48.886388206853965,80.88638820685397,9,32.0,2017
19.228936784867685,60.228936784867685,10,41.0,2017
31.842394606569997,61.84239460657,11,30.0,2017
