error,forecast_cases,month,true_cases,year
89.35703769548395,97.35703769548395,9,8.0,2016
65.65149104779512,73.65149104779512,10,8.0,2016
61.13510567401201,75.13510567401201,11,14.0,2016
36.413138269892,41.413138269892,12,5.0,2016
33.27073733380573,39.27073733380573,1,6.0,2017
33.58928085070751,35.58928085070751,2,2.0,2017
31.59620717649873,33.59620717649873,3,2.0,2017
32.148416119540336,34.148416119540336,4,2.0,2017
38.659310808115386,45.659310808115386,5,7.0,2017
60.34662421673363,78.34662421673363,6,18.0,2017
65.85427823361019,88.85427823361019,7,23.0,2017
64.412350129049,100.412350129049,8,36.0,2017
