error,forecast_cases,month,true_cases,year
1.5376747189859046,40.537674718985905,3,39.0,2012
6.850487967568888,40.14951203243111,4,47.0,2012
16.74113963971046,57.74113963971046,5,41.0,2012
47.75125719182668,96.75125719182668,6,49.0,2012
29.256068934185137,97.25606893418514,7,68.0,2012
44.40766626856977,104.40766626856977,8,60.0,2012
3.6144625180812966,87.6144625180813,9,84.0,2012
15.872390726879303,72.1276092731207,10,88.0,2012
19.882635267447895,65.1173647325521,11,85.0,2012
5.623599887272093,41.62359988727209,12,36.0,2012
3.0590859859893627,45.05908598598936,1,42.0,2013
4.053354049494743,44.05335404949474,2,40.0,2013
