error,forecast_cases,month,true_cases,year
75.29123904596324,34.70876095403676,6,110.0,2007
8.638347864109619,68.63834786410962,7,60.0,2007
20.802996525649775,43.197003474350225,8,64.0,2007
30.668133168638555,30.331866831361445,9,61.0,2007
65.1950077056791,8.804992294320892,10,74.0,2007
52.606482529680356,3.3935174703196447,11,56.0,2007
59.28491944066686,-10.284919440666863,12,49.0,2007
50.39396786341689,-10.393967863416892,1,40.0,2008
63.945911621180784,-9.945911621180787,2,54.0,2008
70.58574661282748,-9.585746612827476,3,61.0,2008
86.02897642133352,-17.028976421333528,4,69.0,2008
134.86387896938572,-6.8638789693857145,5,128.0,2008
