error,forecast_cases,month,true_cases,year
9.638517753491001,61.638517753491,11,52.0,2013
9.684538447886709,34.68453844788671,12,25.0,2013
25.7801146095668,37.7801146095668,1,12.0,2014
23.085299038654384,37.085299038654384,2,14.0,2014
21.772829204858496,32.772829204858496,3,11.0,2014
25.215654684061647,33.21565468406165,4,8.0,2014
34.312041036409454,44.312041036409454,5,10.0,2014
34.93828463989331,75.93828463989331,6,41.0,2014
36.51563557513178,81.51563557513178,7,45.0,2014
39.87236912527227,90.87236912527227,8,51.0,2014
22.781997824468505,78.7819978244685,9,56.0,2014
20.58118658935362,66.58118658935362,10,46.0,2014
