province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2012.0,623.181466348286,5058.799999999999,1338.6,5.0
10.0,2013.0,643.652155095638,6955.233333333334,977.9,2.0
10.0,2014.0,113.8787533430313,551.1666666666665,178.26666666666665,4.0
10.0,2015.0,1696.4455974389007,13347.628947368421,4625.75,4.0
10.0,2016.0,334.3586052055487,1999.33,722.64,7.0
41.0,2012.0,NaN,1329.2000000000005,144.4,0.0
41.0,2013.0,NaN,1033.7666666666664,21.099999999999994,1.0
41.0,2014.0,NaN,2092.8333333333335,258.73333333333335,1.0
41.0,2015.0,NaN,1751.371052631579,186.25,2.0
41.0,2016.0,189.52898689910205,2121.67,271.36,1.0
50.0,2012.0,104.74702859747383,1151.2000000000005,121.4,2.0
50.0,2013.0,197.03497175017583,785.2333333333336,424.9,1.0
50.0,2014.0,NaN,1952.8333333333335,226.73333333333335,0.0
50.0,2015.0,NaN,1304.371052631579,105.25,1.0
50.0,2016.0,129.55035137608337,1426.67,17.360000000000014,0.0
70.0,2012.0,98.77241517751807,1032.2000000000005,142.4,4.0
70.0,2013.0,121.07656936066594,1319.7666666666664,156.1,2.0
70.0,2014.0,153.44026494830948,1735.8333333333335,208.73333333333335,4.0
70.0,2015.0,63.91284621994581,507.371052631579,23.75,1.0
70.0,2016.0,191.06980890501777,2097.67,257.36,7.0
90.0,2012.0,107.83547653717676,10.2000000000005,144.6,6.0
90.0,2013.0,248.3368838299506,1748.2333333333336,478.9,0.0
90.0,2014.0,94.02622811787185,1037.8333333333335,67.73333333333335,0.0
90.0,2015.0,67.28522803657903,580.371052631579,28.25,4.0
90.0,2016.0,388.5729342199908,2148.33,937.64,3.0
