province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2013.0,653.7943280063948,7025.799999999999,978.6,2.0
10.0,2014.0,126.78788972721914,892.2333333333336,215.9,5.0
10.0,2015.0,1693.3006881422339,13234.166666666666,4599.266666666666,4.0
10.0,2016.0,339.8743171723011,2213.628947368421,781.75,6.0
41.0,2013.0,NaN,963.2000000000005,20.400000000000006,1.0
41.0,2014.0,NaN,1751.7666666666664,221.1,0.0
41.0,2015.0,NaN,1864.8333333333335,212.73333333333335,2.0
41.0,2016.0,168.0312071046841,1907.371052631579,212.25,0.0
50.0,2013.0,200.0880389561888,855.7999999999995,425.6,1.0
50.0,2014.0,NaN,1611.7666666666664,189.1,1.0
50.0,2015.0,NaN,1417.8333333333335,131.73333333333335,1.0
50.0,2016.0,120.87388011638653,1212.371052631579,41.75,1.0
70.0,2013.0,117.22531012257265,1249.2000000000005,155.4,2.0
70.0,2014.0,122.40523356337222,1394.7666666666664,171.1,5.0
70.0,2015.0,70.0919508508222,620.8333333333335,2.7333333333333485,1.0
70.0,2016.0,168.86840532036538,1883.371052631579,198.25,6.0
90.0,2013.0,246.00672077540213,1818.7999999999995,479.6,0.0
90.0,2014.0,66.29167103149646,696.7666666666664,30.099999999999994,1.0
90.0,2015.0,79.77230385893944,693.8333333333335,54.73333333333335,4.0
90.0,2016.0,399.7722259158193,2362.628947368421,996.75,4.0
