error,forecast_cases,month,true_cases,year
16.794525666758517,100.79452566675852,4,84.0,2012
22.532088036252247,152.53208803625225,5,130.0,2012
99.77611842946428,207.77611842946428,6,108.0,2012
92.2782349278767,222.2782349278767,7,130.0,2012
115.70473241686284,198.70473241686284,8,83.0,2012
80.01803837875497,176.01803837875497,9,96.0,2012
52.37432616469238,155.62567383530762,10,208.0,2012
240.70617843973963,125.29382156026035,11,366.0,2012
263.5268719054599,111.47312809454009,12,375.0,2012
331.74205443262184,112.25794556737816,1,444.0,2013
220.48264052989654,90.51735947010346,2,311.0,2013
247.00567740114175,83.99432259885825,3,331.0,2013
